City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Panabá,58,MX,1660408879,49,21.2833,-88.2667,32.72,2.36
Aktau,3,KZ,1660408879,37,43.65,51.2,30.32,3.83
Davila,100,PH,1660408879,79,18.4726,120.5763,27.76,1.83
Anadyr,75,RU,1660408879,86,64.75,177.4833,6.28,2.0
City of San Pedro,40,PH,1660408879,91,14.35,121.0167,25.57,1.54
Yumen,98,CN,1660408879,30,40.2833,97.2,27.45,3.79
Nsoko,33,SZ,1660408879,74,-27.0333,31.95,19.98,2.12
Guadalupe y Calvo,60,MX,1660408879,53,26.1,-106.9667,21.48,1.57
Ashtabula,0,US,1660408880,46,41.7001,-80.7665,24.98,0.0
Norman Wells,20,CA,1660408880,55,65.282,-126.8329,17.02,3.09
Kiruna,67,SE,1660408880,44,67.8557,20.2251,14.51,4.63
Edd,81,ER,1660408880,71,13.9297,41.6925,32.32,3.61
Kahului,20,US,1660408880,73,20.8947,-156.47,25.47,2.68
Quzhou,67,CN,1660408880,76,28.9594,118.8686,27.37,0.97
Esperance,74,AU,1660408818,82,-33.8667,121.9,14.36,10.29
Nizhniy Kuranakh,100,RU,1660408880,96,58.8353,125.4869,13.03,0.74
Chabahar,100,IR,1660408881,82,25.2919,60.643,29.0,1.72
Kalmar,3,SE,1660408394,50,56.6616,16.3616,23.96,5.66
Ahipara,74,NZ,1660408881,85,-35.1667,173.1667,10.0,0.92
Maudaha,34,IN,1660408881,78,25.6833,80.1167,28.88,2.95
Mount Isa,0,AU,1660408881,35,-20.7333,139.5,10.87,0.0
Ojinaga,0,MX,1660408881,45,29.5667,-104.4167,34.76,2.06
Korla,70,CN,1660408881,35,41.7597,86.1469,27.83,2.16
Sidi Ali,9,DZ,1660408881,31,36.0998,0.4206,35.55,5.12
Biltine,97,TD,1660408881,58,14.5333,20.9167,29.75,4.75
Bukachacha,37,RU,1660408882,83,52.9833,116.9167,12.42,0.27
Chekmagush,81,RU,1660408882,64,55.1319,54.6556,17.97,3.27
Karratha,7,AU,1660408882,74,-20.7377,116.8463,21.24,1.37
Ostrovnoy,58,RU,1660408882,85,68.0531,39.5131,9.91,2.99
Panubigan,92,PH,1660408882,80,7.4281,123.3466,26.63,1.8
Erenhot,89,CN,1660408882,40,43.6475,111.9767,25.13,5.57
Nādāpuram,100,IN,1660408882,83,11.7,75.6667,24.92,1.21
Atyashevo,14,RU,1660408882,70,54.5644,46.0691,19.24,2.57
Gunjur,75,GM,1660408882,79,13.2019,-16.7339,29.04,8.23
Tezu,22,IN,1660408882,88,27.9167,96.1667,25.52,1.89
Nehe,1,CN,1660408882,87,48.4833,124.8333,15.04,0.28
Dourbali,96,TD,1660408883,84,11.8091,15.8632,24.01,4.04
Esim,41,GH,1660408883,77,4.8699,-2.2405,25.4,6.19
Chkalovskoye,73,RU,1660408883,97,44.8392,133.0436,15.87,2.11
Orán,6,AR,1660408883,19,-23.1322,-64.326,29.68,1.77
East Wenatchee Bench,0,US,1660408883,42,47.4257,-120.2812,23.87,9.77
Boende,100,CD,1660408883,49,-0.2167,20.8667,28.45,0.48
Bulgan,100,MN,1660408883,95,48.8125,103.5347,12.16,1.37
Hualmay,53,PE,1660408883,70,-11.0964,-77.6139,19.17,3.92
Amoy,0,CN,1660408883,79,24.4798,118.0819,29.03,2.0
Ust-Kuyga,100,RU,1660408883,92,70.0167,135.6,4.92,3.25
Tabas,0,IR,1660408849,13,33.5959,56.9244,32.45,7.07
Mortka,48,RU,1660408883,69,59.3322,66.0214,12.84,5.68
Vila Franca do Campo,40,PT,1660408883,75,37.7167,-25.4333,25.23,3.26
Bella Union,0,UY,1660408884,62,-30.2752,-57.6007,22.88,2.57
Saint-Leu,91,RE,1660408884,75,-21.15,55.2833,20.48,1.5
Vila,13,PT,1660408884,54,42.0304,-8.1588,21.5,4.09
Ayan,100,RU,1660408884,95,56.45,138.1667,12.91,1.81
Sistranda,100,NO,1660408884,73,63.7256,8.834,13.98,2.53
Nikel,100,RU,1660408884,67,69.4128,30.222,14.1,3.36
Santa Rosa,86,PH,1660408884,92,14.3122,121.1114,25.99,0.24
Guerrero Negro,3,MX,1660408884,56,27.9769,-114.0611,27.79,2.41
Vardø,100,NO,1660408884,76,70.3705,31.1107,10.99,3.09
Sakakah,0,SA,1660408885,17,29.9697,40.2064,39.76,5.57
Lázaro Cárdenas,93,MX,1660408885,66,17.9583,-102.2,29.5,1.71
Salinópolis,45,BR,1660408885,66,-0.6136,-47.3561,28.88,6.98
Belmonte,69,BR,1660408674,77,-15.8631,-38.8828,23.11,7.01
Henties Bay,1,NA,1660408885,85,-22.116,14.2845,13.44,6.92
Midyat,0,TR,1660408885,17,37.4247,41.3393,32.85,3.17
Clyde River,100,CA,1660408885,100,70.4692,-68.5914,4.13,7.72
Okha,80,RU,1660408885,94,53.5739,142.9478,12.5,1.89
Derzhavīnsk,1,KZ,1660408885,40,51.1,66.3167,22.15,3.35
Haines Junction,98,CA,1660408885,82,60.7522,-137.5108,12.97,0.51
Cotonou,20,BJ,1660408714,83,6.3654,2.4183,25.99,7.2
Walvis Bay,0,NA,1660408886,67,-22.9575,14.5053,17.53,8.23
Acapulco de Juárez,75,MX,1660408887,70,16.8634,-99.8901,29.9,1.54
Gloversville,75,US,1660408745,54,43.0528,-74.3438,23.32,2.06
Catuday,97,PH,1660408887,79,16.2923,119.8062,27.54,4.36
Buchanan,96,LR,1660408887,75,5.8808,-10.0467,25.6,4.65
Saldanha,57,ZA,1660408887,86,-33.0117,17.9442,13.03,8.2
Raja,97,SS,1660408887,93,8.4596,25.678,22.28,0.58
Amahai,99,ID,1660408887,88,-3.3333,128.9167,25.12,2.23
Klaksvík,85,FO,1660408887,86,62.2266,-6.589,12.51,4.4
Pekan,42,MY,1660408887,86,3.4836,103.3996,27.06,1.66
Isangel,83,VU,1660408887,72,-19.55,169.2667,22.48,7.66
Mabaruma,99,GY,1660408888,51,8.2,-59.7833,32.83,2.08
Poum,99,NC,1660408888,73,-20.2333,164.0167,23.08,9.25
Rawson,100,AR,1660408888,42,-43.3002,-65.1023,15.18,13.42
Lermontovka,48,RU,1660408888,95,47.1453,134.3383,15.01,1.19
Ribas do Rio Pardo,0,BR,1660408888,18,-20.4431,-53.7592,30.59,2.78
Gravdal,100,NO,1660408888,90,68.1214,13.5031,11.2,11.79
Ixtapa,75,MX,1660408888,78,20.7,-105.2,30.68,1.54
Nuuk,20,GL,1660408888,62,64.1835,-51.7216,13.34,2.57
Manassas,0,US,1660408888,40,38.751,-77.4753,27.72,3.6
Sinnamary,33,GF,1660408889,62,5.3833,-52.95,30.19,7.03
Najrān,100,SA,1660408889,21,17.4924,44.1277,35.36,3.26
Sabha,0,LY,1660408889,12,27.0377,14.4283,37.39,4.6
Warmbad,30,NA,1660408806,43,-28.45,18.7333,11.63,8.56
Peleduy,45,RU,1660408889,95,59.6289,112.7406,8.04,0.98
Half Moon Bay,0,US,1660408889,75,37.4636,-122.4286,23.29,1.54
Nelson Bay,51,AU,1660408889,88,-32.7167,152.15,11.67,4.02
Aklavik,90,CA,1660408889,47,68.2191,-135.0107,19.49,0.56
Tayu,94,ID,1660408889,77,-6.5397,111.0518,26.84,1.85
Auki,79,SB,1660408889,88,-8.7676,160.7034,23.76,1.74
Sinegor'ye,97,RU,1660408890,84,62.0788,150.477,12.93,0.73
Yar-Sale,100,RU,1660408890,73,66.8333,70.8333,11.27,2.11
Broome,0,US,1660408890,42,42.2506,-75.833,25.35,3.09
Qufu,100,CN,1660408890,85,35.5967,116.9911,27.89,1.81
Zhigansk,99,RU,1660408785,77,66.7697,123.3711,8.35,6.83
Hailar,88,CN,1660408890,76,49.2,119.7,13.38,1.83
Hambantota,97,LK,1660408890,76,6.1241,81.1185,26.73,6.73
Aripuanã,8,BR,1660408890,22,-9.1667,-60.6333,37.29,1.69
Province of Terni,18,IT,1660408610,46,42.6833,12.3167,25.62,2.71
Sturgis,40,US,1660408890,66,41.7992,-85.4192,21.71,4.12
Brae,93,GB,1660408890,85,60.3964,-1.353,15.81,2.42
Port-Gentil,100,GA,1660408890,83,-0.7193,8.7815,23.98,5.14
Constitución,70,CL,1660408891,72,-35.3333,-72.4167,13.33,4.72
Sonoita,46,MX,1660408891,46,31.85,-112.8333,32.09,1.18
Lavrentiya,100,RU,1660408718,75,65.5833,-171.0,3.5,4.19
Tra Vinh,6,VN,1660408891,89,9.9347,106.3453,24.95,2.23
Mahanoro,24,MG,1660408891,88,-19.9,48.8,19.04,0.99
Northam,82,GB,1660408891,30,51.0333,-4.2167,33.47,3.18
Aksha,100,RU,1660408891,75,50.2814,113.2867,13.8,0.45
Wajima,93,JP,1660408891,88,37.4,136.9,26.63,4.54
Dolisie,23,CG,1660408891,48,-4.1997,12.6739,25.82,5.0
Puerto López,100,CO,1660408891,89,4.0845,-72.956,24.43,1.48
Moissac,99,FR,1660408800,23,44.1024,1.0945,34.93,1.08
Kommunisticheskiy,45,RU,1660408892,79,61.6789,64.4819,10.38,3.8
Vilcún,93,CL,1660408892,80,-38.65,-72.2333,11.41,7.73
Seoul,75,KR,1660408751,97,37.5683,126.9778,24.78,1.54
Prince Rupert,100,CA,1660408892,94,54.3161,-130.3201,14.05,3.6
Portland,75,US,1660408892,68,45.5234,-122.6762,21.06,2.24
Hay River,8,CA,1660408892,60,60.8156,-115.7999,19.99,2.06
Newport,86,GB,1660408660,30,51.5877,-2.9984,34.45,3.07
Atar,14,MR,1660408892,33,20.5169,-13.0499,36.45,3.85
Rio Verde de Mato Grosso,0,BR,1660408892,16,-18.9181,-54.8442,32.77,3.58
Camocim,19,BR,1660408892,57,-2.9022,-40.8411,30.08,8.03
Boa Vista,75,BR,1660408892,74,2.8197,-60.6733,28.99,1.54
Prata,0,BR,1660408893,21,-19.3072,-48.9242,31.19,2.97
Gillette,0,US,1660408893,48,44.2911,-105.5022,27.84,2.57
Rondonópolis,1,BR,1660408893,14,-16.4708,-54.6356,35.86,0.93
Farah,1,AF,1660408893,14,32.5,62.5,31.48,2.18
Novozaimka,6,RU,1660408893,58,56.4857,66.9241,15.19,6.71
Raudeberg,100,NO,1660408893,86,61.9875,5.1352,16.37,2.28
La Mira,94,MX,1660408893,65,18.035,-102.3266,29.76,1.79
Leh,10,IN,1660408893,32,34.1667,77.5833,21.42,2.52
Kamenka,94,RU,1660408894,43,51.3223,42.7678,26.43,5.05
Seda,76,LV,1660408894,62,57.65,25.75,22.43,1.31
Nova Olinda do Norte,45,BR,1660408894,33,-3.8881,-59.0942,36.27,2.51
Flinders,68,AU,1660408894,71,-34.5833,150.8552,11.77,1.79
Saskylakh,26,RU,1660408894,73,71.9167,114.0833,5.99,2.1
Chicama,91,PE,1660408894,61,-7.8447,-79.1469,15.3,3.78
Skjervøy,100,NO,1660408894,80,70.0311,20.9714,12.0,4.16
Buala,95,SB,1660408894,81,-8.145,159.5921,26.06,1.58
Maunabo,12,PR,1660408894,72,18.0072,-65.8993,33.16,5.16
Hienghène,90,NC,1660408894,81,-20.6833,164.9333,20.58,5.07
Chandauli,100,IN,1660408894,65,25.2667,83.2667,31.03,2.05
Monywa,86,MM,1660408895,84,22.1167,95.1333,26.09,5.15
Silifke,0,TR,1660408895,71,36.3778,33.9344,28.56,3.84
Kargasok,23,RU,1660408895,94,59.0556,80.8572,13.01,3.34
Ternate,97,ID,1660408895,77,0.8,127.4,27.34,1.56
Shādegān,0,IR,1660408895,15,30.6497,48.6647,35.97,5.12
Ulaanbaatar,100,MN,1660408659,88,47.9077,106.8832,13.07,2.0
Verāval,42,IN,1660408895,86,20.9,70.3667,26.78,9.21
Zholymbet,35,KZ,1660408895,56,51.7433,71.7122,19.66,4.33
Durban,100,ZA,1660408816,95,-29.8579,31.0292,17.73,1.34
Road Town,20,VG,1660408895,74,18.4167,-64.6167,33.05,3.6
Nyurba,100,RU,1660408896,89,63.2842,118.3319,12.49,2.12
Abu Samrah,0,SY,1660408896,44,35.3029,37.1841,27.95,7.08
Kupang,4,ID,1660408896,80,-10.1667,123.5833,24.87,5.16
Pueblo,0,US,1660408896,40,38.2545,-104.6091,30.42,4.63
Grants Pass,0,US,1660408896,63,42.439,-123.3284,20.82,2.06
Okitipupa,100,NG,1660408896,80,6.5047,4.7839,25.13,3.52
Grand Baie,85,MU,1660408896,73,-20.0182,57.5802,20.26,1.79
Noumea,98,NC,1660408582,80,-22.2763,166.4572,16.99,3.64
Rio Grande,97,BR,1660408716,72,-32.035,-52.0986,24.06,2.3
Coahuayana Viejo,92,MX,1660408896,59,18.7333,-103.6833,31.06,0.78
Alberton,78,CA,1660408896,82,46.8168,-64.0654,23.07,4.79
Hwange,0,ZW,1660408897,26,-18.3693,26.5019,23.82,1.66
San Andrés,20,CO,1660408897,79,12.5847,-81.7006,29.01,3.09
Kulhudhuffushi,100,MV,1660408897,75,6.6221,73.07,27.77,3.46
Rio Claro,0,BR,1660408897,27,-22.4114,-47.5614,26.94,2.13
Ola,100,RU,1660408897,91,59.5833,151.2833,15.08,2.68
Lieksa,96,FI,1660408897,58,63.3167,30.0167,16.52,1.31
Bay City,100,US,1660408897,73,43.5945,-83.8889,19.18,2.57
Shingū,74,JP,1660408897,90,33.7333,135.9833,26.03,2.51
Vitória da Conquista,73,BR,1660408897,58,-14.8661,-40.8394,21.41,4.95
Sandviken,44,SE,1660408708,41,60.6167,16.7667,28.65,2.32
Port Blair,40,IN,1660408897,83,11.6667,92.75,27.02,2.06
Barinas,70,VE,1660408898,74,8.6226,-70.2075,28.02,0.51
Antalaha,79,MG,1660408898,90,-14.9003,50.2788,19.87,3.41
Soe,33,ID,1660408898,89,-9.8607,124.284,17.99,2.54
Yerbogachën,100,RU,1660408898,81,61.2767,108.0108,7.94,0.94
Kohima,34,IN,1660408898,95,25.6667,94.1167,18.55,2.26
Kemin,12,KG,1660408898,47,42.7846,75.6892,19.44,2.54
Kirakira,100,SB,1660408898,86,-10.4544,161.9205,25.02,1.76
The Pas,0,CA,1660408898,82,53.8251,-101.2541,19.01,3.6
Sokoto,89,NG,1660408626,52,13.0609,5.239,31.9,2.32
Verkhoyansk,60,RU,1660408807,92,67.5447,133.385,6.02,1.74
Ntoum,100,GA,1660408898,66,0.3833,9.7833,25.5,4.04
Olafsvik,52,IS,1660408899,71,64.8945,-23.7142,10.3,4.17
Abu Kamal,0,SY,1660408899,21,34.4506,40.9171,35.59,4.92
Suntar,100,RU,1660408899,99,62.1444,117.6319,13.87,1.72
Carroll,13,US,1660408899,41,39.5501,-77.0164,26.39,1.79
Betūl,100,IN,1660408899,92,21.9153,77.8961,22.83,5.68
Shimoda,92,JP,1660408899,88,34.6667,138.95,26.17,8.86
Ambovombe,0,MG,1660408899,63,-25.1667,46.0833,21.24,3.72
Nizhneangarsk,38,RU,1660408899,85,55.7833,109.55,10.26,0.83
Taltal,1,CL,1660408899,63,-25.4,-70.4833,17.11,3.11
Bunia,100,CD,1660408900,97,1.5667,30.25,16.62,1.45
Beloha,0,MG,1660408900,62,-25.1667,45.05,19.55,2.54
Waddān,0,LY,1660408900,20,29.1614,16.139,34.58,6.31
Paita,52,PE,1660408900,71,-5.0892,-81.1144,21.16,4.41
Villa Vicente Guerrero,95,MX,1660408900,57,19.1194,-98.1708,16.66,1.04
Manjo,100,CM,1660408900,99,4.8428,9.8217,21.07,1.42
Viedma,100,AR,1660408900,30,-40.8135,-62.9967,18.06,9.97
Pangkalanbuun,100,ID,1660408900,97,-2.6833,111.6167,22.65,0.93
Ubari,0,LY,1660408900,12,26.5921,12.7805,37.63,3.95
Fukuechō,100,JP,1660408900,86,32.6881,128.8419,28.38,5.53
Oranjemund,27,NA,1660408901,80,-28.55,16.4333,12.71,3.44
Artyom,38,AZ,1660408901,61,40.4723,50.333,29.08,4.14
Wodonga,100,AU,1660408699,100,-36.1167,146.8833,9.0,3.6
Ponta Delgada,40,PT,1660408901,83,37.7333,-25.6667,25.4,8.23
Muş Province,0,TR,1660408901,17,39.0,41.75,26.56,1.7
Kununurra,8,AU,1660408901,68,-15.7667,128.7333,17.99,0.0
Jalpan,50,MX,1660408864,42,21.2333,-99.4833,30.46,2.67
Duminichi,90,RU,1660408901,86,53.9345,35.1099,19.44,2.82
Atasū,0,KZ,1660408901,38,48.6814,71.6433,21.19,3.59
Ajdabiya,0,LY,1660408901,65,30.7554,20.2263,28.05,7.09
Mandiana,93,GN,1660408901,80,10.6333,-8.6833,25.82,2.73
Kenai,100,US,1660408901,97,60.5544,-151.2583,12.27,2.06
Praia,40,CV,1660408799,54,14.9215,-23.5087,29.3,2.06
La Asuncion,77,VE,1660408901,100,11.0333,-63.8628,23.85,5.66
Terney,26,RU,1660408901,86,45.0503,136.6092,17.36,1.43
Porbandar,93,IN,1660408902,85,21.6422,69.6093,26.84,10.01
Omboué,64,GA,1660408902,74,-1.5746,9.2618,23.6,5.27
Almenara,100,BR,1660408902,53,-16.1836,-40.6944,24.24,3.18
Shelbyville,0,US,1660408902,62,35.4834,-86.4603,27.8,1.54
Makkah al Mukarramah,96,SA,1660408379,30,21.4267,39.8261,33.03,4.53
Murayama,100,JP,1660408902,98,38.5193,140.3346,23.02,0.51
Tombouctou,4,ML,1660408902,19,20.0,-3.0,40.86,3.57
Araouane,9,ML,1660408902,21,18.9048,-3.5265,39.76,3.84
Ciudad Sabinas Hidalgo,50,MX,1660408902,46,26.5,-100.1667,32.23,2.95
Pembroke,1,CA,1660408902,36,45.8168,-77.1162,23.43,0.99
Narsaq,100,GL,1660408902,86,60.9167,-46.05,12.12,0.76
Malinovka,99,BY,1660408902,73,53.8579,27.4374,25.72,3.93
Chalmette,75,US,1660408903,65,29.9427,-89.9634,32.22,4.63
Marsh Harbour,18,BS,1660408903,67,26.5412,-77.0636,28.51,2.66
Acarí,63,PE,1660408903,56,-15.4311,-74.6158,21.27,3.7
Ambon City,40,ID,1660408903,94,-3.6954,128.1814,25.08,2.06
Colesberg,74,ZA,1660408903,45,-30.72,25.0972,10.71,6.68
Tsiroanomandidy,12,MG,1660408903,42,-18.7667,46.0333,18.8,2.04
Adrar,14,MR,1660408903,26,20.5022,-10.0711,37.03,3.52
Okahandja,0,NA,1660408903,18,-21.9833,16.9167,19.02,6.72
Kismayo,88,SO,1660408614,82,-0.3582,42.5454,24.1,7.3
Faro,0,PT,1660408605,50,37.0194,-7.9322,31.77,7.72
Sergeevka,66,KZ,1660408904,75,53.88,67.4158,18.43,4.15
Point Pedro,98,LK,1660408904,80,9.8167,80.2333,27.34,6.85
Itarema,34,BR,1660408904,58,-2.9248,-39.9167,29.49,9.47
Samarai,66,PG,1660408904,85,-10.6167,150.6667,25.82,1.79
Somerset East,94,ZA,1660408904,81,-32.7217,25.588,9.11,2.58
Hornepayne,57,CA,1660408904,38,49.2138,-84.7705,23.49,1.8
Fuling,22,CN,1660408904,67,29.7022,107.3919,28.25,1.93
Martil,0,MA,1660408882,40,35.6166,-5.2752,33.98,3.6
Srednekolymsk,78,RU,1660408904,62,67.45,153.6833,5.45,7.17
Åmot,7,NO,1660408904,38,59.5714,7.9877,24.31,2.39
Maun,0,BW,1660408793,17,-19.9833,23.4167,28.98,2.06
Wanning,90,CN,1660408905,90,18.8003,110.3967,26.51,2.35
Xushan,96,CN,1660408905,78,30.1764,121.2457,29.96,2.5
Batticaloa,100,LK,1660408905,83,7.7102,81.6924,27.11,2.1
Linden,54,GY,1660408905,43,6.0,-58.3,34.59,2.16
El Alto,23,PE,1660408905,68,-4.2714,-81.2147,19.81,6.04
Sibu,40,MY,1660408905,94,2.3,111.8167,23.17,1.54
San Quintín,44,MX,1660408905,73,30.4833,-115.95,24.5,3.11
Umluj,6,SA,1660408852,62,25.0213,37.2685,30.68,3.84
Merauke,98,ID,1660408905,86,-8.4667,140.3333,24.76,4.96
Haapiti,8,PF,1660408905,75,-17.5667,-149.8667,21.85,6.13
Markova,58,UA,1660408905,89,48.6758,24.4138,18.98,1.17
Tubualá,100,PA,1660408906,79,9.5167,-79.0333,27.25,0.56
Cisaat,65,ID,1660408906,93,-6.2923,105.9717,21.93,1.13
Pundaguitan,51,PH,1660408906,76,6.3711,126.1689,28.49,5.33
Ballarat,97,AU,1660408906,95,-37.5662,143.8496,6.18,2.24
Oyama,86,JP,1660408906,92,36.3,139.8,26.44,0.97
Opuwo,0,NA,1660408906,12,-18.0607,13.84,24.46,5.3
Oeiras do Pará,4,BR,1660408906,38,-2.0031,-49.8544,35.0,3.11
Morondava,0,MG,1660408906,76,-20.2833,44.2833,22.87,3.94
Mayo,0,US,1660408906,49,38.8876,-76.5119,27.18,5.81
Lethem,85,GY,1660408906,60,3.3803,-59.7968,30.98,0.7
Sakaiminato,75,JP,1660408906,83,35.55,133.2333,27.99,2.06
Praia,40,CV,1660408799,54,14.9215,-23.5087,29.3,2.06
Kerrville,100,US,1660408906,52,30.0474,-99.1403,33.64,2.06
Loralai,92,PK,1660408907,50,30.3705,68.598,26.88,3.31
Aksu,11,CN,1660408907,38,41.1231,80.2644,27.31,3.32
Balabac,98,PH,1660408907,76,7.9868,117.0645,27.75,1.99
Whitehorse,20,CA,1660408907,68,60.7161,-135.0538,15.43,5.66
Drumheller,2,CA,1660408907,50,51.4617,-112.7101,26.15,2.57
